code,date,open,high,low,close,volume,amount,name
301556,2024-10-17,130.5,170.0,130.48,130.51,15761900.0,0.0,托普云农
301556,2024-10-18,107.89,172.63,90.01,146.03,14954600.0,0.0,托普云农
301556,2024-10-21,125.0,142.0,111.7,112.0,12319500.0,0.0,托普云农
301556,2024-10-22,100.01,108.0,95.0,97.07,9228000.0,0.0,托普云农
301556,2024-10-23,96.1,104.44,92.27,93.85,8192900.0,0.0,托普云农
301556,2024-10-24,89.0,89.0,82.01,82.46,7634400.0,0.0,托普云农
301556,2024-10-25,81.56,84.87,78.88,82.89,5786300.0,0.0,托普云农
301556,2024-10-28,81.96,83.5,80.51,82.16,3971600.0,0.0,托普云农
301556,2024-10-29,81.17,82.39,76.15,76.78,5403600.0,0.0,托普云农
301556,2024-10-30,75.3,76.77,72.61,73.88,3644800.0,0.0,托普云农
301556,2024-10-31,73.02,75.5,72.99,73.66,3351900.0,0.0,托普云农
301556,2024-11-01,72.42,79.12,71.56,76.45,5403400.0,0.0,托普云农
301556,2024-11-04,75.0,75.2,72.22,73.3,3033600.0,0.0,托普云农
301556,2024-11-05,72.98,78.28,72.68,78.0,4681800.0,0.0,托普云农
301556,2024-11-06,77.99,84.6,76.81,80.37,6399200.0,0.0,托普云农
301556,2024-11-07,78.2,78.9,75.5,77.64,4518000.0,0.0,托普云农
301556,2024-11-08,77.02,80.77,77.02,78.69,3871900.0,0.0,托普云农
301556,2024-11-11,81.99,94.43,80.0,94.43,9646100.0,0.0,托普云农
301556,2024-11-12,93.0,98.58,87.0,88.84,7781800.0,0.0,托普云农
301556,2024-11-13,88.32,97.89,88.32,95.98,6828400.0,0.0,托普云农
301556,2024-11-14,95.98,95.98,89.27,90.35,4365900.0,0.0,托普云农
301556,2024-11-15,89.46,89.47,81.6,82.54,4211300.0,0.0,托普云农
301556,2024-11-18,82.6,83.88,77.6,79.7,2719600.0,0.0,托普云农
301556,2024-11-19,80.01,83.95,78.34,83.95,2567600.0,0.0,托普云农
301556,2024-11-20,83.96,85.56,82.05,85.26,2559200.0,0.0,托普云农
301556,2024-11-21,84.07,90.99,83.75,86.86,3087100.0,0.0,托普云农
301556,2024-11-22,85.79,90.53,84.21,84.52,3064600.0,0.0,托普云农
301556,2024-11-25,83.33,84.78,78.81,81.42,2290500.0,0.0,托普云农
301556,2024-11-26,80.52,82.96,79.8,79.84,1869800.0,0.0,托普云农
301556,2024-11-27,78.19,80.85,75.28,80.5,2010000.0,0.0,托普云农
301556,2024-11-28,79.71,85.0,78.42,82.25,2830000.0,0.0,托普云农
301556,2024-11-29,80.7,82.0,78.82,81.26,2495800.0,0.0,托普云农
301556,2024-12-02,84.88,91.76,84.88,88.12,4747800.0,0.0,托普云农
301556,2024-12-03,86.6,90.9,86.3,88.12,3488100.0,0.0,托普云农
301556,2024-12-04,87.5,92.49,87.0,89.81,3209600.0,0.0,托普云农
301556,2024-12-05,88.5,95.98,88.2,94.51,4178300.0,0.0,托普云农
301556,2024-12-06,94.0,105.26,92.0,97.5,4882200.0,0.0,托普云农
301556,2024-12-09,102.8,113.33,99.5,112.9,6473400.0,0.0,托普云农
301556,2024-12-10,115.0,129.5,103.01,110.8,6419900.0,0.0,托普云农
301556,2024-12-11,107.0,115.53,104.46,105.79,4048500.0,0.0,托普云农
301556,2024-12-12,104.0,104.68,99.13,101.58,3941500.0,0.0,托普云农
301556,2024-12-13,100.48,114.66,100.23,109.03,5745500.0,0.0,托普云农
301556,2024-12-16,107.94,115.99,104.28,112.01,4499400.0,0.0,托普云农
301556,2024-12-17,110.0,111.35,100.75,103.73,3943900.0,0.0,托普云农
301556,2024-12-18,102.01,104.9,99.15,100.99,2587000.0,0.0,托普云农
301556,2024-12-19,98.4,98.4,92.5,96.89,4576300.0,0.0,托普云农
301556,2024-12-20,95.0,98.82,94.48,97.76,2839900.0,0.0,托普云农
301556,2024-12-23,97.94,97.99,89.92,90.09,2679300.0,0.0,托普云农
301556,2024-12-24,90.0,93.1,89.21,92.82,1811500.0,0.0,托普云农
301556,2024-12-25,92.0,92.47,88.3,89.02,1645900.0,0.0,托普云农
301556,2024-12-26,88.5,93.11,88.3,92.0,1881700.0,0.0,托普云农
301556,2024-12-27,91.5,95.86,91.5,93.33,2457500.0,0.0,托普云农
301556,2024-12-30,92.26,92.28,88.2,89.6,2203700.0,0.0,托普云农
301556,2024-12-31,89.61,89.98,85.0,86.42,1983500.0,0.0,托普云农
